timestamp,attention,meditation,poor_signal,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,blink,label,total_latency(ms),logic_time(ms),delta_mean,delta_std,delta_max,delta_min,delta_p2p,theta_mean,theta_std,theta_max,theta_min,theta_p2p,low_alpha_mean,low_alpha_std,low_alpha_max,low_alpha_min,low_alpha_p2p,high_alpha_mean,high_alpha_std,high_alpha_max,high_alpha_min,high_alpha_p2p,low_beta_mean,low_beta_std,low_beta_max,low_beta_min,low_beta_p2p,high_beta_mean,high_beta_std,high_beta_max,high_beta_min,high_beta_p2p,low_gamma_mean,low_gamma_std,low_gamma_max,low_gamma_min,low_gamma_p2p,mid_gamma_mean,mid_gamma_std,mid_gamma_max,mid_gamma_min,mid_gamma_p2p
23:31:37,66,64,0,22925,56200,4799,57140,244,59142,1442,208867,0,N,0.1571000320836901,0.0985000515356659,228884.0,269312.6415172523,533643.0,22925.0,510718.0,412683.3333333333,330877.02614919236,709960.0,56200.0,653760.0,48088.666666666664,76735.92053486643,136688.0,2779.0,133909.0,116149.66666666667,73857.9800856572,198978.0,57140.0,141838.0,2154.3333333333335,1749.6743506530959,3679.0,244.0,3435.0,100209.0,35787.56916863726,124727.0,59142.0,65585.0,2767.0,2174.850569579437,5277.0,1442.0,3835.0,491435.0,244806.94877596918,639570.0,208867.0,430703.0
23:31:38,66,64,26,102098,100651,1563,51093,705,49933,1047,187694,0,N,2.536000101827085,0.1198000973090529,85035.66666666667,55579.71963165516,130084.0,22925.0,107159.0,209580.33333333334,228251.49237263124,471890.0,56200.0,415690.0,3047.0,1634.5617149563259,4799.0,1563.0,3236.0,102403.66666666667,83690.45911173707,198978.0,51093.0,147885.0,1163.0,1214.589230974818,2540.0,244.0,2296.0,77934.0,40784.679194521006,124727.0,49933.0,74794.0,2588.6666666666665,2336.5269810839623,5277.0,1047.0,4230.0,340809.6666666667,247094.64590381828,625868.0,187694.0,438174.0
23:31:39,61,63,0,48623,266240,3571,62245,773,35379,1107,194451,0,N,0.1610999461263418,0.0966999214142561,57882.0,40390.44185200332,102098.0,22925.0,79173.0,141030.33333333334,110689.06143035702,266240.0,56200.0,210040.0,3311.0,1633.592360413381,4799.0,1563.0,3236.0,56826.0,5582.626890631408,62245.0,51093.0,11152.0,574.0,287.80375258151236,773.0,244.0,529.0,48151.333333333336,11981.268477641532,59142.0,35379.0,23763.0,1198.6666666666667,212.85754234542463,1442.0,1047.0,395.0,197004.0,10814.912805936427,208867.0,187694.0,21173.0
23:31:40,67,67,0,69293,128170,4287,61438,627,42966,1137,192085,0,N,0.1583000412210822,0.100300065241754,73338.0,26966.004987763037,102098.0,48623.0,53475.0,165020.33333333334,88732.12231392499,266240.0,100651.0,165589.0,3140.3333333333335,1412.1435243396108,4287.0,1563.0,2724.0,58258.666666666664,6218.753599664019,62245.0,51093.0,11152.0,701.6666666666666,73.05705532892517,773.0,627.0,146.0,42759.333333333336,7279.200665823581,49933.0,35379.0,14554.0,1097.0,45.82575694956789,1137.0,1047.0,90.0,191410.0,3428.699607724231,194451.0,187694.0,6757.0
23:31:41,64,64,0,158588,783049,7162,227994,4865,142389,2095,738220,0,N,0.1530000008642673,0.0931000104174017,92168.0,58442.48903837053,158588.0,48623.0,109965.0,392486.3333333333,345210.4121696409,783049.0,128170.0,654879.0,5006.666666666667,1900.594731481246,7162.0,3571.0,3591.0,117225.66666666667,95929.03921302105,227994.0,61438.0,166556.0,2088.3333333333335,2405.77167107216,4865.0,627.0,4238.0,73578.0,59712.69490652715,142389.0,35379.0,107010.0,1446.3333333333333,561.9620390500896,2095.0,1107.0,988.0,374918.6666666667,314630.4079238581,738220.0,192085.0,546135.0
23:31:42,64,64,26,29979,268277,1102,68292,288,43066,1603,178007,0,N,0.1605999423190951,0.0988999381661415,85953.33333333333,65903.29089152828,158588.0,29979.0,128609.0,393165.3333333333,344839.742507057,783049.0,128170.0,654879.0,4183.666666666667,3031.321219094783,7162.0,1102.0,6060.0,119241.33333333333,94244.90017679117,227994.0,61438.0,166556.0,1926.6666666666667,2550.3102425652714,4865.0,288.0,4577.0,76140.33333333333,57373.05008741758,142389.0,42966.0,99423.0,1611.6666666666667,479.0587994529843,2095.0,1137.0,958.0,369437.3333333333,319452.717857171,738220.0,178007.0,560213.0
23:31:43,53,61,0,305360,482352,5450,214420,1430,160069,3573,754223,0,N,0.1576000358909368,0.0993999419733882,164642.33333333334,137790.29357807967,305360.0,29979.0,275381.0,511226.0,258597.82269578372,783049.0,268277.0,514772.0,4571.333333333333,3124.090480977508,7162.0,1102.0,6060.0,170235.33333333334,88546.00938118741,227994.0,68292.0,159702.0,2194.3333333333335,2382.3069351645963,4865.0,288.0,4577.0,115174.66666666667,63070.51970876192,160069.0,43066.0,117003.0,2423.6666666666665,1025.3006063264254,3573.0,1603.0,1970.0,556816.6666666666,328156.3600973373,754223.0,178007.0,576216.0
23:31:44,69,64,0,441784,367429,39978,155882,2025,181012,2722,755969,0,N,3.551300032995641,0.1132000470533967,259041.0,209773.5131683694,441784.0,29979.0,411805.0,372686.0,107134.27762859093,482352.0,268277.0,214075.0,15510.0,21301.13950003616,39978.0,1102.0,38876.0,146198.0,73543.74880300838,214420.0,68292.0,146128.0,1247.6666666666667,882.7379754679943,2025.0,288.0,1737.0,128049.0,74338.65097646038,181012.0,43066.0,137946.0,2632.6666666666665,988.033568930396,3573.0,1603.0,1970.0,562733.0,333183.6332054742,755969.0,178007.0,577962.0
23:31:45,66,63,0,10982,160361,4371,58511,1135,44491,632,194973,0,N,0.1563000259920954,0.0965000363066792,252708.66666666666,220174.27864610657,441784.0,10982.0,430802.0,336714.0,163178.15245614224,482352.0,160361.0,321991.0,16599.666666666668,20253.41730013318,39978.0,4371.0,35607.0,142937.66666666666,78756.40224345782,214420.0,58511.0,155909.0,1530.0,453.3486517019764,2025.0,1135.0,890.0,128524.0,73524.22137636,181012.0,44491.0,136521.0,2309.0,1513.3727234227536,3573.0,632.0,2941.0,568388.3333333334,323388.3431809707,755969.0,194973.0,560996.0
23:31:46,74,66,0,624474,478890,14087,265484,3304,175798,1649,766599,0,N,2.155199996195733,0.0962000340223312,359080.0,314996.9400295819,624474.0,10982.0,613492.0,335560.0,161638.19422092044,478890.0,160361.0,318529.0,19478.666666666668,18405.628604677808,39978.0,4371.0,35607.0,159959.0,103546.7147185269,265484.0,58511.0,206973.0,2154.6666666666665,1090.298277231205,3304.0,1135.0,2169.0,133767.0,77359.2242786857,181012.0,44491.0,136521.0,1667.6666666666667,1045.1250323924576,2722.0,632.0,2090.0,572513.6666666666,327003.00528486475,766599.0,194973.0,571626.0
23:31:47,81,74,0,39839,48353,2113,55398,841,43532,388,184402,0,N,0.1727000344544649,0.1111000310629606,225098.33333333334,346170.2961785332,624474.0,10982.0,613492.0,229201.33333333334,223371.37397691165,478890.0,48353.0,430537.0,6857.0,6362.335734618287,14087.0,2113.0,11974.0,126464.33333333333,120404.62400727527,265484.0,55398.0,210086.0,1760.0,1345.1992417482252,3304.0,841.0,2463.0,87940.33333333333,76088.48213976492,175798.0,43532.0,132266.0,889.6666666666666,668.8230956937235,1649.0,388.0,1261.0,381991.3333333333,333121.94381987717,766599.0,184402.0,582197.0
23:31:48,78,77,0,182261,99009,4504,63134,667,44244,335,181725,0,N,0.1603000564500689,0.0982000492513179,282191.3333333333,304859.10589374456,624474.0,39839.0,584635.0,208750.66666666666,235314.5812403756,478890.0,48353.0,430537.0,6901.333333333333,6336.763711338315,14087.0,2113.0,11974.0,128005.33333333333,119122.83267843041,265484.0,55398.0,210086.0,1604.0,1474.8115133806082,3304.0,667.0,2637.0,87858.0,76159.10606093006,175798.0,43532.0,132266.0,790.6666666666666,743.8106837988653,1649.0,335.0,1314.0,377575.3333333333,336907.03688455874,766599.0,181725.0,584874.0
23:31:49,77,74,0,1194435,733247,16812,180231,2602,158332,4863,712636,0,N,0.154700013808906,0.0973000423982739,472178.3333333333,629533.1809597755,1194435.0,39839.0,1154596.0,293536.3333333333,381641.9924082429,733247.0,48353.0,684894.0,7809.666666666667,7887.377532065657,16812.0,2113.0,14699.0,99587.66666666667,69946.20670439054,180231.0,55398.0,124833.0,1370.0,1070.4844697612384,2602.0,667.0,1935.0,82036.0,66075.23324211572,158332.0,43532.0,114800.0,1862.0,2599.0773362868604,4863.0,335.0,4528.0,359587.6666666667,305751.75524325843,712636.0,181725.0,530911.0
23:31:50,84,77,0,472288,198669,76100,144448,2354,165545,2585,765258,0,N,0.1580000389367342,0.0983000500127673,616328.0,521233.8177526474,1194435.0,182261.0,1012174.0,343641.6666666667,341067.8315545653,733247.0,99009.0,634238.0,32472.0,38280.85035628128,76100.0,4504.0,71596.0,129271.0,60005.69013851932,180231.0,63134.0,117097.0,1874.3333333333333,1052.908511378521,2602.0,667.0,1935.0,122707.0,68046.59153109723,165545.0,44244.0,121301.0,2594.3333333333335,2264.0144286937166,4863.0,335.0,4528.0,553206.3333333334,322786.39141440473,765258.0,181725.0,583533.0
23:31:51,75,69,0,64510,118072,639,50810,996,36036,854,185171,0,N,0.153800006955862,0.0949000241234898,577077.6666666666,572204.7553859836,1194435.0,64510.0,1129925.0,349996.0,334342.58755504055,733247.0,118072.0,615175.0,31183.666666666668,39730.33138967424,76100.0,639.0,75461.0,125163.0,66830.99751612266,180231.0,50810.0,129421.0,1984.0,864.5715702011026,2602.0,996.0,1606.0,119971.0,72779.25536167565,165545.0,36036.0,129509.0,2767.3333333333335,2010.7099078020517,4863.0,854.0,4009.0,554355.0,320803.5038976351,765258.0,185171.0,580087.0
23:31:52,78,77,0,433919,170863,40530,276996,5079,151240,1813,767367,0,N,0.1558000221848487,0.0984000507742166,323572.3333333333,225173.29871530802,472288.0,64510.0,407778.0,162534.66666666666,40938.856290000374,198669.0,118072.0,80597.0,39089.666666666664,37751.11323303372,76100.0,639.0,75461.0,157418.0,113649.42729288168,276996.0,50810.0,226186.0,2809.6666666666665,2079.2898627496197,5079.0,996.0,4083.0,117607.0,71003.72727540431,165545.0,36036.0,129509.0,1750.6666666666667,867.1818340655755,2585.0,854.0,1731.0,572598.6666666666,335523.8585321964,767367.0,185171.0,582196.0
23:31:53,87,83,0,234679,334323,3442,226372,2414,153047,2693,730549,0,N,0.1620000693947076,0.1020999625325203,244369.33333333334,184895.04925858165,433919.0,64510.0,369409.0,207752.66666666666,112746.43843746597,334323.0,118072.0,216251.0,14870.333333333334,22266.07447066802,40530.0,639.0,39891.0,184726.0,118704.75405812524,276996.0,50810.0,226186.0,2829.6666666666665,2072.994532875891,5079.0,996.0,4083.0,113441.0,67040.78483281645,153047.0,36036.0,117011.0,1786.6666666666667,919.7827642075791,2693.0,854.0,1839.0,561029.0,326022.7268213061,767367.0,185171.0,582196.0
23:31:54,84,87,0,378533,139340,16686,276110,3104,164621,1630,776575,0,N,0.1634000800549984,0.1030000858008861,349043.6666666667,102841.43126840141,433919.0,234679.0,199240.0,214842.0,104667.12427023095,334323.0,139340.0,194983.0,20219.333333333332,18794.76707313326,40530.0,3442.0,37088.0,259826.0,28975.40053217571,276996.0,226372.0,50624.0,3532.3333333333335,1383.1696690331712,5079.0,2414.0,2665.0,156302.66666666666,7260.324671344025,164621.0,151240.0,13381.0,2045.3333333333333,568.3100679500013,2693.0,1630.0,1063.0,758163.6666666666,24354.140866251506,776575.0,730549.0,46026.0
23:31:55,84,84,0,310403,576882,790,198188,5597,165054,2271,771068,0,N,0.1575000351294875,0.098800053820014,307871.6666666667,71960.39928553296,378533.0,234679.0,143854.0,350181.6666666667,219201.67294601857,576882.0,139340.0,437542.0,6972.666666666667,8515.86221902012,16686.0,790.0,15896.0,233556.66666666666,39454.7094442899,276110.0,198188.0,77922.0,3705.0,1674.4470729169075,5597.0,2414.0,3183.0,160907.33333333334,6810.690297857239,165054.0,153047.0,12007.0,2198.0,535.2466721054898,2693.0,1630.0,1063.0,759397.3333333334,25134.667579524925,776575.0,730549.0,46026.0
23:31:56,84,84,0,176029,39025,5296,71701,1240,38102,273,189682,0,N,0.1567999133840203,0.0973999267444014,288321.6666666667,103042.0131079228,378533.0,176029.0,202504.0,251749.0,286005.90129051526,576882.0,39025.0,537857.0,7590.666666666667,8192.668999375861,16686.0,790.0,15896.0,181999.66666666666,103161.55496275409,276110.0,71701.0,204409.0,3313.6666666666665,2186.054055446327,5597.0,1240.0,4357.0,122592.33333333333,73171.09533369941,165054.0,38102.0,126952.0,1391.3333333333333,1020.1579942995768,2271.0,273.0,1998.0,579108.3333333334,337264.33784545516,776575.0,189682.0,586893.0
23:31:57,87,80,0,378397,437037,73207,94329,1568,188834,1424,750520,0,N,2.461199997924268,0.0998999457806348,288276.3333333333,102982.49312059469,378397.0,176029.0,202368.0,350981.3333333333,279064.00956829474,576882.0,39025.0,537857.0,26431.0,40571.80845118936,73207.0,790.0,72417.0,121406.0,67450.82089196537,198188.0,71701.0,126487.0,2801.6666666666665,2426.378439842667,5597.0,1240.0,4357.0,130663.33333333333,81037.475413128,188834.0,38102.0,150732.0,1322.6666666666667,1002.847113638632,2271.0,273.0,1998.0,570423.3333333334,329891.6901913919,771068.0,189682.0,581386.0
23:31:58,84,80,0,676797,156382,14501,267173,4724,151018,1165,742362,0,N,0.1618999522179365,0.1036999747157096,410407.6666666667,251913.99234924073,676797.0,176029.0,500768.0,210814.66666666666,204513.01776741084,437037.0,39025.0,398012.0,31001.333333333332,36839.811757571915,73207.0,5296.0,67911.0,144401.0,106923.94298752732,267173.0,71701.0,195472.0,2510.6666666666665,1923.8059500202544,4724.0,1240.0,3484.0,125984.66666666667,78422.15751516484,188834.0,38102.0,150732.0,954.0,603.8137129943325,1424.0,273.0,1151.0,560854.6666666666,321470.8378707676,750520.0,189682.0,560838.0
23:31:59,78,77,0,119611,870702,3169,226200,4529,143699,1907,739275,0,N,0.1583000412210822,0.0992000568658113,391601.6666666667,278827.6027679708,676797.0,119611.0,557186.0,488040.3333333333,359880.9117032095,870702.0,156382.0,714320.0,30292.333333333332,37594.614206470236,73207.0,3169.0,70038.0,195900.66666666666,90317.76837551585,267173.0,94329.0,172844.0,3607.0,1768.5154791519353,4724.0,1568.0,3156.0,161183.66666666666,24223.906380543285,188834.0,143699.0,45135.0,1498.6666666666667,376.5930606547806,1907.0,1165.0,742.0,744052.3333333334,5809.942024944171,750520.0,739275.0,11245.0
23:32:00,70,66,0,89989,138482,2209,52336,640,37737,679,185460,0,N,0.1571000320836901,0.0979000469669699,295465.6666666667,330574.5831992129,676797.0,89989.0,586808.0,388522.0,417676.030913913,870702.0,138482.0,732220.0,6626.333333333333,6836.532844456637,14501.0,2209.0,12292.0,181903.0,114063.15048691229,267173.0,52336.0,214837.0,3297.6666666666665,2303.6710558005743,4724.0,640.0,4084.0,110818.0,63395.71248120801,151018.0,37737.0,113281.0,1250.3333333333333,618.4313489251133,1907.0,679.0,1228.0,555699.0,320640.0945499486,742362.0,185460.0,556902.0
23:32:01,78,75,0,117544,25908,1940,51993,864,39242,466,180808,0,N,0.1540000084787607,0.0949000241234898,109048.0,16537.902920263503,119611.0,89989.0,29622.0,345030.6666666667,458711.22657433763,870702.0,25908.0,844794.0,2439.3333333333335,646.0652701813285,3169.0,1940.0,1229.0,110176.33333333333,100479.58913298424,226200.0,51993.0,174207.0,2011.0,2183.5262764619983,4529.0,640.0,3889.0,73559.33333333333,60747.39407030828,143699.0,37737.0,105962.0,1017.3333333333334,777.7996742949532,1907.0,466.0,1441.0,368514.3333333333,321096.58085431764,739275.0,180808.0,558467.0
23:32:02,70,64,0,371859,503169,11544,206878,2289,156467,3293,716828,0,N,0.1736999256536364,0.1063999952748417,193130.66666666666,155395.24561045418,371859.0,89989.0,281870.0,222519.66666666666,249481.98851687336,503169.0,25908.0,477261.0,5231.0,5468.872552912626,11544.0,1940.0,9604.0,103735.66666666667,89324.04551034019,206878.0,51993.0,154885.0,1264.3333333333333,894.4273773388952,2289.0,640.0,1649.0,77815.33333333333,68118.49791600903,156467.0,37737.0,118730.0,1479.3333333333333,1574.2878813397933,3293.0,466.0,2827.0,361032.0,308137.1536962072,716828.0,180808.0,536020.0
23:32:03,74,67,0,234666,856711,19056,317178,5070,168338,5012,772384,0,N,7.121899980120361,0.1032999716699123,241356.33333333334,127289.4348574671,371859.0,117544.0,254315.0,461929.3333333333,416933.97412819846,856711.0,25908.0,830803.0,10846.666666666666,8579.281399589026,19056.0,1940.0,17116.0,192016.33333333334,133215.70068251467,317178.0,51993.0,265185.0,2741.0,2139.120613710222,5070.0,864.0,4206.0,121349.0,71354.04506403259,168338.0,39242.0,129096.0,2923.6666666666665,2295.394156421362,5012.0,466.0,4546.0,556673.3333333334,326692.0245205464,772384.0,180808.0,591576.0
23:32:04,78,74,0,67271,88594,614,76620,1113,51579,680,204541,0,N,2.3586999159306288,0.0965999206528067,224598.66666666666,152543.35723437244,371859.0,67271.0,304588.0,482824.6666666667,384462.4173392417,856711.0,88594.0,768117.0,10404.666666666666,9273.640133913665,19056.0,614.0,18442.0,200225.33333333334,120416.90629364856,317178.0,76620.0,240558.0,2824.0,2032.0263285695878,5070.0,1113.0,3957.0,125461.33333333333,64258.69236401661,168338.0,51579.0,116759.0,2995.0,2181.320471640974,5012.0,680.0,4332.0,564584.3333333334,313041.56064703816,772384.0,204541.0,567843.0
23:32:05,70,67,0,69322,95263,649,59211,1049,46097,1675,194129,0,N,4.447599989362061,0.0976999290287494,123753.0,96058.94974962018,234666.0,67271.0,167395.0,346856.0,441559.9728904329,856711.0,88594.0,768117.0,6773.0,10637.404429652988,19056.0,614.0,18442.0,151003.0,144174.77688208848,317178.0,59211.0,257967.0,2410.6666666666665,2303.272526934955,5070.0,1049.0,4021.0,88671.33333333333,69047.7835584411,168338.0,46097.0,122241.0,2455.6666666666665,2269.0606720256146,5012.0,680.0,4332.0,390351.3333333333,330890.95067156694,772384.0,194129.0,578255.0
23:32:06,77,69,0,88129,87496,583,57033,413,46194,882,195764,0,N,6.069399998523295,0.0978000462055206,74907.33333333333,11496.129885026543,88129.0,67271.0,20858.0,90451.0,4203.321186849351,95263.0,87496.0,7767.0,615.3333333333334,33.020195858381406,649.0,583.0,66.0,64288.0,10735.203258438483,76620.0,57033.0,19587.0,858.3333333333334,386.9952626755729,1113.0,413.0,700.0,47956.666666666664,3137.407581639585,51579.0,46097.0,5482.0,1079.0,525.9401106589988,1675.0,680.0,995.0,198144.66666666666,5599.385353183036,204541.0,194129.0,10412.0
23:32:07,88,78,0,235798,60498,2920,65311,1731,43245,460,195819,0,N,2.08160001784563,0.1002000644803047,131083.0,91172.08581029641,235798.0,69322.0,166476.0,81085.66666666667,18247.481643589846,95263.0,60498.0,34765.0,1384.0,1330.6242895728199,2920.0,583.0,2337.0,60518.333333333336,4291.055969492967,65311.0,57033.0,8278.0,1064.3333333333333,659.1337749905821,1731.0,413.0,1318.0,45178.666666666664,1675.3066385977338,46194.0,43245.0,2949.0,1005.6666666666666,616.8681652779086,1675.0,460.0,1215.0,195237.33333333334,960.2386856621212,195819.0,194129.0,1690.0
23:32:08,87,78,0,89319,82640,2138,67591,938,40470,503,194820,0,N,4.734299960546196,0.0948000233620405,137748.66666666666,84915.29809364968,235798.0,88129.0,147669.0,76878.0,14391.785295779477,87496.0,60498.0,26998.0,1880.3333333333333,1189.6160445011203,2920.0,583.0,2337.0,63311.666666666664,5555.703495806942,67591.0,57033.0,10558.0,1027.3333333333333,663.5256840042707,1731.0,413.0,1318.0,43303.0,2862.4407417440725,46194.0,40470.0,5724.0,615.0,232.22618284766978,882.0,460.0,422.0,195467.66666666666,561.5695268103633,195819.0,194820.0,999.0
23:32:09,70,74,0,729236,1151659,11537,333550,2813,157484,3269,769869,0,N,0.161800067871809,0.1036999747157096,351451.0,335268.7787865133,729236.0,89319.0,639917.0,431599.0,623688.5198085658,1151659.0,60498.0,1091161.0,5531.666666666667,5215.448430704151,11537.0,2138.0,9399.0,155484.0,154213.8932359857,333550.0,65311.0,268239.0,1827.3333333333333,941.2047244533642,2813.0,938.0,1875.0,80399.66666666667,66771.40847947817,157484.0,40470.0,117014.0,1410.6666666666667,1609.507481602162,3269.0,460.0,2809.0,386836.0,331716.68456229335,769869.0,194820.0,575049.0
23:32:10,61,67,0,77763,196622,1990,57186,1240,37330,952,192898,0,N,0.1564000267535448,0.0966000370681285,298772.6666666667,372836.9567147728,729236.0,77763.0,651473.0,476973.6666666667,587067.4563815757,1151659.0,82640.0,1069019.0,5221.666666666667,5469.739695208027,11537.0,1990.0,9547.0,152775.66666666666,156641.58356047518,333550.0,57186.0,276364.0,1663.6666666666667,1006.7404498346799,2813.0,938.0,1875.0,78428.0,68482.50325448095,157484.0,37330.0,120154.0,1574.6666666666667,1484.4104329104312,3269.0,503.0,2766.0,385862.3333333333,332560.9170578127,769869.0,192898.0,576971.0
